Unnamed: 0,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College,csv_file
14,9,Tony Parker,PG,6-2,185,"May 17, 1982",be,8,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
15,42,Theo Ratliff,C,6-10,225,"April 17, 1973",us,14,University of Wyoming,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
16,2,Garrett Temple,SG,6-6,195,"May 8, 1986",us,R,Louisiana State University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
0,6,Arron Afflalo,SG,6-5,210,"October 15, 1985",us,2,"University of California, Los Angeles",C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
1,30,Malik Allen,PF,6-10,255,"June 27, 1978",us,8,Villanova University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
2,11,Chris Andersen,PF,6-10,245,"July 7, 1978",us,7,Blinn College,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
3,15,Carmelo Anthony,SF,6-8,240,"May 29, 1984",us,6,Syracuse University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
4,32,Renaldo Balkman,SF,6-8,208,"July 14, 1984",us,3,University of South Carolina,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
5,1,Chauncey Billups,PG,6-3,202,"September 25, 1976",us,12,University of Colorado,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
6,25,Anthony Carter,PG,6-1,190,"June 16, 1975",us,10,University of Hawaii,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
7,14,Joey Graham,SF,6-7,225,"June 11, 1982",us,4,"University of Central Florida, Oklahoma State University",C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
8,31,Nen� Hil�rio,C,6-11,250,"September 13, 1982",br,7,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
9,3,Ty Lawson,PG,5-11,195,"November 3, 1987",us,R,University of North Carolina,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
10,4,Kenyon Martin,PF,6-9,234,"December 30, 1977",us,9,University of Cincinnati,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
11,27,Johan Petro,C,7-0,247,"January 27, 1986",fr,4,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
12,5,J.R. Smith,SG,6-6,225,"September 9, 1985",us,5,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
0,42,Charlie Bell,SG,6-3,200,"March 12, 1979",us,5,Michigan State University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
1,6,Andrew Bogut,C,7-0,260,"November 28, 1984",au,4,University of Utah,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
2,9,Primož Brezec,C,7-2,252,"October 2, 1979",si,7,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
3,10,Carlos Delfino,SF,6-6,230,"August 29, 1982",ar,4,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
4,9,Francisco Elson,C,7-0,235,"February 28, 1976",nl,6,University of California,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
5,50,Dan Gadzuric,C,6-11,240,"February 2, 1978",nl,7,"University of California, Los Angeles",C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
6,7,Ersan İlyasova,PF,6-10,235,"May 15, 1987",tr,1,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
7,11,Royal Ivey,SG,6-3,200,"December 20, 1981",us,5,University of Texas at Austin,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
8,0,Darnell Jackson,PF,6-9,253,"November 7, 1985",us,1,University of Kansas,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
9,3,Brandon Jennings,PG,6-1,170,"September 23, 1989",us,R,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
10,12,Luc Mbah a Moute,PF,6-8,230,"September 9, 1986",cm,1,"University of California, Los Angeles",C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
11,23,Jodie Meeks,SG,6-4,210,"August 21, 1987",us,R,University of Kentucky,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
12,22,Michael Redd,SG,6-6,220,"August 24, 1979",us,9,Ohio State University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
13,13,Luke Ridnour,PG,6-2,175,"February 13, 1981",us,6,University of Oregon,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
14,15,John Salmons,SG,6-7,210,"December 12, 1979",us,7,University of Miami,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
15,24,Jerry Stackhouse,SG,6-6,218,"November 5, 1974",us,14,University of North Carolina,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
16,40,Kurt Thomas,C,6-9,230,"October 4, 1972",us,14,Texas Christian University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
17,20,Roko Ukić,PG,6-5,183,"May 12, 1984",hr,1,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
18,21,Hakim Warrick,PF,6-9,219,"July 8, 1982",us,4,Syracuse University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
0,8,Antonio Anderson,SF,6-6,215,"June 5, 1985",us,R,University of Memphis,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
1,40,Ryan Bowen,SF,6-7,215,"November 20, 1975",us,9,University of Iowa,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
2,4,Nick Collison,C,6-10,255,"October 26, 1980",us,5,University of Kansas,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
3,35,Kevin Durant,SF,6-9,240,"September 29, 1988",us,2,University of Texas at Austin,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
4,22,Jeff Green,PF,6-9,235,"August 28, 1986",us,2,Georgetown University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
5,13,James Harden,SG,6-5,220,"August 26, 1989",us,R,Arizona State University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
6,9,Serge Ibaka,PF,6-10,235,"September 18, 1989",cg,R,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
7,12,Nenad Krstić,C,7-0,240,"July 25, 1983",rs,5,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
8,14,Shaun Livingston,PG,6-7,192,"September 11, 1985",us,4,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
9,6,Eric Maynor,PG,6-3,175,"June 11, 1987",us,R,Virginia Commonwealth University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
10,23,Byron Mullens,PF,7-0,275,"February 14, 1989",us,R,Ohio State University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
11,7,Kevin Ollie,PG,6-4,195,"December 27, 1972",us,12,University of Connecticut,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
12,2,Thabo Sefolosha,SG,6-7,220,"May 2, 1984",ch,3,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
13,36,Etan Thomas,C,6-9,256,"April 1, 1978",us,7,Syracuse University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
14,5,Kyle Weaver,SG,6-6,201,"February 18, 1986",us,1,Washington State University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
15,0,Russell Westbrook,PG,6-3,200,"November 12, 1988",us,1,"University of California, Los Angeles",C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
16,3,D.J. White,PF,6-9,251,"August 31, 1986",us,1,Indiana University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
17,29,Mike Wilks,PG,5-10,185,"May 7, 1979",us,6,Rice University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
0,12,LaMarcus Aldridge,PF,6-11,260,"July 19, 1985",us,3,University of Texas at Austin,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
1,31,Jeff Ayres,C,6-9,240,"April 29, 1987",us,R,Arizona State University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
2,88,Nicolas Batum,SF,6-8,200,"December 14, 1988",fr,1,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
3,4,Jerryd Bayless,SG,6-3,200,"August 20, 1988",us,1,University of Arizona,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
4,2,Steve Blake,PG,6-3,172,"February 26, 1980",us,6,University of Maryland,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
5,21,Marcus Camby,C,6-11,220,"March 22, 1974",us,13,University of Massachusetts Amherst,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
6,33,Dante Cunningham,PF,6-8,230,"April 22, 1987",us,R,Villanova University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
7,27,Travis Diener,PG,6-1,175,"March 1, 1982",us,4,Marquette University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
8,5,Rudy Fern�ndez,SG,6-6,185,"April 4, 1985",es,1,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
9,6,Juwan Howard,C,6-9,240,"February 7, 1973",us,15,University of Michigan,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
10,24,Andre Miller,PG,6-3,200,"March 19, 1976",us,10,University of Utah,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
11,8,Patty Mills,PG,6-0,180,"August 11, 1988",au,R,Saint Mary's College of California,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
12,52,Greg Oden,C,7-0,250,"January 22, 1988",us,1,Ohio State University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
13,25,Travis Outlaw,SF,6-9,210,"September 18, 1984",us,6,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
14,10,Joel Przybilla,C,7-1,255,"October 10, 1979",us,9,University of Minnesota,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
15,42,Shavlik Randolph,PF,6-10,240,"November 24, 1983",us,4,Duke University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
16,7,Brandon Roy,SG,6-6,215,"July 23, 1984",us,3,University of Washington,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
17,44,Anthony Tolliver,PF,6-8,250,"June 1, 1985",us,1,Creighton University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
18,23,Martell Webster,SF,6-7,230,"December 4, 1986",us,4,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
0,11,J.J. Barea,PG,6-0,185,"June 26, 1984",pr,3,Northeastern University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
1,3,Rodrigue Beaubois,PG,6-0,170,"February 24, 1988",gp,R,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
2,4,Caron Butler,SG,6-7,228,"March 13, 1980",us,7,University of Connecticut,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
3,13,Matt Carroll,SG,6-6,212,"August 28, 1980",us,6,University of Notre Dame,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
4,25,Erick Dampier,C,6-11,265,"July 14, 1975",us,13,Mississippi State University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
5,90,Drew Gooden,C,6-10,250,"September 24, 1981",us,7,University of Kansas,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
6,33,Brendan Haywood,C,7-0,268,"November 27, 1979",us,8,University of North Carolina,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
7,5,Josh Howard,SF,6-7,210,"April 28, 1980",us,6,Wake Forest University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
8,43,Kris Humphries,PF,6-9,235,"February 6, 1985",us,5,University of Minnesota,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
9,2,Jason Kidd,PG,6-4,205,"March 23, 1973",us,15,University of California,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
10,0,Shawn Marion,SF,6-7,220,"May 7, 1978",us,10,"University of Nevada, Las Vegas",C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
11,14,Eduardo N�jera,PF,6-8,240,"July 11, 1976",mx,9,University of Oklahoma,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
12,41,Dirk Nowitzki,PF,7-0,245,"June 19, 1978",de,11,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
13,6,Quinton Ross,SF,6-6,195,"April 30, 1981",us,5,Southern Methodist University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
14,33,James Singleton,SF,6-8,216,"July 20, 1981",us,3,Murray State University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
15,92,DeShawn Stevenson,SG,6-5,210,"April 3, 1981",us,9,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
16,31,Jason Terry,SG,6-2,185,"September 15, 1977",us,10,University of Arizona,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
17,7,Tim Thomas,SF,6-10,230,"February 26, 1977",us,12,Villanova University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
0,20,Joe Alexander,SF,6-8,230,"December 26, 1986",tw,1,West Virginia University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
1,32,Devin Brown,SG,6-5,220,"December 30, 1978",us,7,University of Texas at San Antonio,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
2,9,Luol Deng,SF,6-9,237,"April 16, 1985",ss,5,Duke University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
3,22,Taj Gibson,PF,6-9,232,"June 24, 1985",us,R,University of Southern California,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
4,34,Aaron Gray,C,7-0,270,"December 7, 1984",us,2,University of Pittsburgh,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
5,12,Kirk Hinrich,SG,6-4,190,"January 2, 1981",us,6,University of Kansas,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
6,11,Lindsey Hunter,PG,6-2,170,"December 3, 1970",us,16,"Alcorn State University, Jackson State University",C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
7,16,James Johnson,PF,6-8,240,"February 20, 1987",us,R,Wake Forest University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
8,0,Acie Law,PG,6-3,195,"January 25, 1985",us,2,Texas A&M University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
9,52,Brad Miller,C,6-11,244,"April 12, 1976",us,11,Purdue University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
10,6,Ronald Murray,SG,6-4,190,"July 29, 1979",us,7,"Meridian Community College, Shaw University",C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
11,13,Joakim Noah,C,6-11,230,"February 25, 1985",us,2,University of Florida,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
12,2,Jannero Pargo,PG,6-1,175,"October 22, 1979",us,6,University of Arkansas,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
13,35,Chris Richard,PF,6-9,270,"December 25, 1984",us,1,University of Florida,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
14,1,Derrick Rose,PG,6-3,200,"October 4, 1988",us,1,University of Memphis,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
15,15,John Salmons,SG,6-7,210,"December 12, 1979",us,7,University of Miami,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
16,24,Tyrus Thomas,PF,6-9,215,"August 17, 1986",us,3,Louisiana State University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
17,21,Hakim Warrick,PF,6-9,219,"July 8, 1982",us,4,Syracuse University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
0,11,Rafer Alston,PG,6-2,171,"July 24, 1976",us,10,"California State University, Fresno",C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2010.csv
